data,ipca_idx
2012-01-01,3.367412913881961
2012-02-01,3.38256627199443
2012-03-01,3.3896696611656183
2012-04-01,3.411363546997078
2012-05-01,3.4236444557662677
2012-06-01,3.4263833713308807
2012-07-01,3.441116819827603
2012-08-01,3.4552253987888966
2012-09-01,3.4749201835619936
2012-10-01,3.4954222126450096
2012-11-01,3.5163947459208797
2012-12-01,3.544174264413655
2013-01-01,3.574654163087612
2013-02-01,3.5961020880661376
2013-03-01,3.6130037678800484
2013-04-01,3.632875288603389
2013-05-01,3.6463169271712217
2013-06-01,3.6557973511818673
2013-07-01,3.6568940903872216
2013-08-01,3.6656706362041507
2013-09-01,3.6785004834308648
2013-10-01,3.6994679361864207
2013-11-01,3.7194450630418276
2013-12-01,3.753663957621813
2014-01-01,3.7743091093887333
2014-02-01,3.8003518422435154
2014-03-01,3.835315079192156
2014-04-01,3.861011690222743
2014-05-01,3.8787723439977673
2014-06-01,3.8942874333737585
2014-07-01,3.894676862117096
2014-08-01,3.9044135542723883
2014-09-01,3.926668711531741
2014-10-01,3.943160720120174
2014-11-01,3.9632708397927874
2014-12-01,3.9941843523431713
2015-01-01,4.043712238312226
2015-02-01,4.093045527619635
2015-03-01,4.147073728584214
2015-04-01,4.176517952057162
2015-05-01,4.207424184902384
2015-06-01,4.240662835963112
2015-07-01,4.266954945546083
2015-08-01,4.276342246426284
2015-09-01,4.299434494556986
2015-10-01,4.334689857412354
2015-11-01,4.378470224972219
2015-12-01,4.420503539131952
2016-01-01,4.476643934078927
2016-02-01,4.516933729485638
2016-03-01,4.536356544522426
2016-04-01,4.564028319444013
2016-05-01,4.599627740335676
2016-06-01,4.615726437426851
2016-07-01,4.63972821490147
2016-08-01,4.660143019047036
2016-09-01,4.663871133462273
2016-10-01,4.675997198409275
2016-11-01,4.684413993366412
2016-12-01,4.698467235346511
2017-01-01,4.716321410840828
2017-02-01,4.731885271496603
2017-03-01,4.743714984675345
2017-04-01,4.7503561856538905
2017-05-01,4.765082289829418
2017-06-01,4.75412260056281
2017-07-01,4.765532494804161
2017-08-01,4.774587006544289
2017-09-01,4.7822263457547605
2017-10-01,4.802311696406931
2017-11-01,4.81575816915687
2017-12-01,4.8369475051011595
2018-01-01,4.850974652865953
2018-02-01,4.866497771755124
2018-03-01,4.870877619749704
2018-04-01,4.881593550513154
2018-05-01,4.901119924715206
2018-06-01,4.9628740357666175
2018-07-01,4.979251520084648
2018-08-01,4.974770193716572
2018-09-01,4.9986490906464125
2018-10-01,5.021143011554321
2018-11-01,5.010598611230058
2018-12-01,5.018114509146903
2019-01-01,5.034172475576172
2019-02-01,5.05581941722115
2019-03-01,5.093738062850309
2019-04-01,5.122772369808556
2019-05-01,5.129431973889306
2019-06-01,5.1299449170866955
2019-07-01,5.13969181242916
2019-08-01,5.145345473422833
2019-09-01,5.143287335233464
2019-10-01,5.148430622568697
2019-11-01,5.174687618743798
2019-12-01,5.234196526359352
2020-01-01,5.245188339064707
2020-02-01,5.258301309912368
2020-03-01,5.261982120829306
2020-04-01,5.245669976254735
2020-05-01,5.225736430344968
2020-06-01,5.239323345063866
2020-07-01,5.258184909106096
2020-08-01,5.270804552887951
2020-09-01,5.304537702026433
2020-10-01,5.35015672626386
2020-11-01,5.397773121127607
2020-12-01,5.470643058262829
2021-01-01,5.484319665908486
2021-02-01,5.531484815035299
2021-03-01,5.582927623815127
2021-04-01,5.600234699448955
2021-05-01,5.646716647454381
2021-06-01,5.67664424568589
2021-07-01,5.7311400304444735
2021-08-01,5.781000948709341
2021-09-01,5.848060559714369
2021-10-01,5.921161316710799
2021-11-01,5.977412349219551
2021-12-01,6.021047459368854
